Shift,Date & Shift,Index,"Date. Shift, Index & Mod",,Dock Code,Container,Module,No Of Boxes,Stocking Date,Stocking Time,Stocking Shift,Lineoff Date,Line Counter,Module Volume,Cumulative Module Volume,Physical Seq Number,Vanning Date,Scheduled Packing Date,Combined Line Counter,Stocking Plan Modified By,Stocking Plan Modified Timestamp,Stocked Status,Stocked By,Stocked Timestamp,
1,202411121,21,20241112121H,H,K2,P0745,HF08,92,2024-11-12,14:17,1,2024-11-12,439,0,0,,2024-09-03,2024-08-29,456.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411121,22,20241112122H,H,K3,P0746,HB26,30,2024-11-12,14:50,1,2024-11-12,468,0,0,,2024-09-03,2024-08-30,496.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411121,23,20241112123H,H,K3,P0747,HB01,36,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-08-29,509.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411121,23,20241112123X,X,K3,P0747,PK01,24,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-09-04,509.0000,System,2024-09-16 09:54,FALSE,,,
1,202411121,23,20241112123X,X,K3,P0747,PK02,24,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-09-04,509.0000,System,2024-09-16 09:54,FALSE,,,
1,202411121,23,20241112123X,X,K3,P0747,PK03,24,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-09-04,509.0000,System,2024-09-16 09:54,FALSE,,,
1,202411121,23,20241112123X,X,K3,P0747,PN01,24,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-09-04,509.0000,System,2024-09-16 09:54,FALSE,,,
1,202411121,23,20241112123X,X,K3,P0747,PN02,24,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-09-04,509.0000,System,2024-09-16 09:54,FALSE,,,
1,202411121,23,20241112123X,X,K3,P0747,PN03,24,2024-11-12,15:09,1,2024-11-12,490,0,0,,2024-09-04,2024-09-04,509.0000,System,2024-09-16 09:54,FALSE,,,
1,202411121,24,20241112124H,H,K3,P0747,HB02,30,2024-11-12,15:31,1,2024-11-12,517,0,0,,2024-09-04,2024-08-29,525.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,1,2024111221H,H,K2,P0746,HF01,84,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-08-29,21.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,2,2024111222H,H,K3,P0747,HB03,48,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-04,2024-08-29,1.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH01,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH02,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH03,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH04,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH05,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH06,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BH07,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BK01,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BK02,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,BN01,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,FG01,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,FJ01,72,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,FJ02,72,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,YP01,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,2,2024111222X,X,K2,P0746,YP02,1,2024-11-12,20:30,2,2024-11-12,1,0,0,,2024-09-03,2024-09-03,21.0000,System,2024-09-16 09:43,FALSE,,,
2,202411122,3,2024111223H,H,K3,P0747,HB04,48,2024-11-12,20:56,2,2024-11-12,33,0,0,,2024-09-04,2024-08-29,56.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,4,2024111224H,H,K3,P0747,HB05,48,2024-11-12,21:22,2,2024-11-12,65,0,0,,2024-09-04,2024-08-29,76.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,5,2024111225H,H,K2,P0746,HF02,79,2024-11-12,21:47,2,2024-11-12,95,0,0,,2024-09-03,2024-08-29,96.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,6,2024111226H,H,K3,P0747,HB06,36,2024-11-12,21:49,2,2024-11-12,97,0,0,,2024-09-04,2024-08-29,129.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,7,2024111227H,H,K3,P0747,HB07,33,2024-11-12,22:09,2,2024-11-12,121,0,0,,2024-09-04,2024-08-29,144.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,8,2024111228H,H,K3,P0747,HB08,53,2024-11-12,22:27,2,2024-11-12,143,0,0,,2024-09-04,2024-08-29,158.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,9,2024111229H,H,K3,P0747,HB09,48,2024-11-12,23:11,2,2024-11-12,178,0,0,,2024-09-04,2024-08-29,180.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,10,20241112210H,H,K2,P0746,HF03,75,2024-11-12,23:15,2,2024-11-12,183,0,0,,2024-09-03,2024-08-29,200.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,11,20241112211H,H,K3,P0747,HB10,48,2024-11-12,23:37,2,2024-11-12,210,0,0,,2024-09-04,2024-08-29,231.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,12,20241112212H,H,K3,P0747,HB11,30,2024-11-12,00:04,2,2024-11-12,242,0,0,,2024-09-04,2024-08-29,251.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,13,20241112213H,H,K3,P0747,HB12,36,2024-11-12,00:20,2,2024-11-12,262,0,0,,2024-09-04,2024-08-30,263.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,14,20241112214H,H,K2,P0746,HF04,91,2024-11-12,00:24,2,2024-11-12,267,0,0,,2024-09-03,2024-08-29,278.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,15,20241112215H,H,K3,P0747,HB13,39,2024-11-12,00:40,2,2024-11-12,286,0,0,,2024-09-04,2024-08-29,316.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,16,20241112216H,H,K3,P0747,HB14,48,2024-11-12,01:32,2,2024-11-12,312,0,0,,2024-09-04,2024-08-29,332.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,17,20241112217H,H,K3,P0747,HB15,60,2024-11-12,01:58,2,2024-11-12,344,0,0,,2024-09-04,2024-08-29,352.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,18,20241112218H,H,K2,P0746,HF05,83,2024-11-12,02:18,2,2024-11-12,368,0,0,,2024-09-03,2024-08-29,377.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,19,20241112219H,H,K3,P0747,HB16,46,2024-11-12,02:31,2,2024-11-12,384,0,0,,2024-09-04,2024-08-30,411.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,20,20241112220H,H,K3,P0747,HB17,54,2024-11-12,02:56,2,2024-11-12,414,0,0,,2024-09-04,2024-08-29,430.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,21,20241112221H,H,K3,P0747,HB18,36,2024-11-12,03:26,2,2024-11-12,450,0,0,,2024-09-04,2024-08-30,452.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,22,20241112222H,H,K2,P0746,HF06,69,2024-11-12,03:34,2,2024-11-12,460,0,0,,2024-09-03,2024-08-29,467.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,23,20241112223H,H,K3,P0747,HB19,48,2024-11-12,03:55,2,2024-11-12,474,0,0,,2024-09-04,2024-08-30,496.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411122,24,20241112224H,H,K3,P0747,HB20,52,2024-11-12,04:22,2,2024-11-12,506,0,0,,2024-09-04,2024-08-30,516.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,1,2024111311H,H,K2,P0746,HF07,84,2024-11-13,07:30,1,2024-11-13,1,0,0,,2024-09-03,2024-08-29,22.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,2,2024111312H,H,K3,P0747,HB21,48,2024-11-13,07:30,1,2024-11-13,1,0,0,,2024-09-04,2024-08-29,1.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,3,2024111313H,H,K3,P0747,HB22,48,2024-11-13,08:00,1,2024-11-13,37,0,0,,2024-09-04,2024-08-30,59.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,4,2024111314H,H,K3,P0747,HB23,33,2024-11-13,08:31,1,2024-11-13,73,0,0,,2024-09-04,2024-08-30,80.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,5,2024111315H,H,K2,P0746,HF08,80,2024-11-13,08:46,1,2024-11-13,90,0,0,,2024-09-03,2024-08-29,94.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,6,2024111316H,H,K3,P0747,HB24,39,2024-11-13,08:52,1,2024-11-13,98,0,0,,2024-09-04,2024-08-30,129.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,7,2024111317H,H,K3,P0747,HB25,30,2024-11-13,09:17,1,2024-11-13,127,0,0,,2024-09-04,2024-08-30,146.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,8,2024111318H,H,K3,P0748,HB01,29,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-08-30,159.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PK01,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PK02,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PK03,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PN01,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PN02,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PN03,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,8,2024111318X,X,K3,P0748,PN04,24,2024-11-13,09:36,1,2024-11-13,149,0,0,,2024-09-04,2024-09-04,159.0000,System,2024-09-16 09:54,FALSE,,,
1,202411131,9,2024111319H,H,K3,P0748,HB02,52,2024-11-13,10:10,1,2024-11-13,171,0,0,,2024-09-04,2024-08-30,172.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,10,20241113110H,H,K2,P0747,HF01,84,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-08-29,195.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH01,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH02,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH03,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH04,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH05,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH06,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BH07,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BK01,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,BK02,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,FJ01,72,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,FJ02,72,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,YP01,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,YP02,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,10,20241113110X,X,K2,P0747,YP03,1,2024-11-13,10:12,1,2024-11-13,174,0,0,,2024-09-04,2024-09-04,195.0000,System,2024-09-16 09:43,FALSE,,,
1,202411131,11,20241113111H,H,K3,P0748,HB03,48,2024-11-13,10:43,1,2024-11-13,210,0,0,,2024-09-04,2024-08-30,232.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,12,20241113112H,H,K3,P0748,HB04,36,2024-11-13,11:14,1,2024-11-13,246,0,0,,2024-09-04,2024-08-30,253.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,13,20241113113H,H,K2,P0747,HF02,83,2024-11-13,11:29,1,2024-11-13,263,0,0,,2024-09-04,2024-08-29,269.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,14,20241113114H,H,K3,P0748,HB05,30,2024-11-13,11:37,1,2024-11-13,273,0,0,,2024-09-04,2024-08-30,305.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,15,20241113115H,H,K3,P0748,HB06,30,2024-11-13,11:56,1,2024-11-13,295,0,0,,2024-09-04,2024-08-30,318.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,16,20241113116H,H,K3,P0748,HB07,38,2024-11-13,12:45,1,2024-11-13,317,0,0,,2024-09-04,2024-08-30,331.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,17,20241113117H,H,K3,P0748,HB08,54,2024-11-13,13:09,1,2024-11-13,345,0,0,,2024-09-04,2024-08-30,348.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,18,20241113118H,H,K2,P0747,HF03,84,2024-11-13,13:14,1,2024-11-13,351,0,0,,2024-09-04,2024-08-30,372.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,19,20241113119H,H,K3,P0748,HB09,30,2024-11-13,13:43,1,2024-11-13,385,0,0,,2024-09-04,2024-08-30,409.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,20,20241113120H,H,K3,P0748,HB10,39,2024-11-13,14:02,1,2024-11-13,407,0,0,,2024-09-04,2024-08-30,422.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,21,20241113121H,H,K3,P0748,HB11,60,2024-11-13,14:27,1,2024-11-13,436,0,0,,2024-09-04,2024-08-30,439.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,22,20241113122H,H,K2,P0747,HF04,76,2024-11-13,14:30,1,2024-11-13,440,0,0,,2024-09-04,2024-08-30,465.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202411131,23,20241113123H,H,K3,P0748,HB12,52,2024-11-13,15:15,1,2024-11-13,481,0,0,,2024-09-04,2024-08-30,498.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,1,2024111321H,H,K2,P0747,HF05,91,2024-11-13,20:30,2,2024-11-13,1,0,0,,2024-09-04,2024-08-30,15.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,2,2024111322H,H,K3,P0748,HB13,31,2024-11-13,20:30,2,2024-11-13,1,0,0,,2024-09-04,2024-08-30,1.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,3,2024111323H,H,K3,P0748,HB14,36,2024-11-13,20:47,2,2024-11-13,22,0,0,,2024-09-04,2024-08-30,55.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,4,2024111324H,H,K3,P0748,HB15,36,2024-11-13,21:08,2,2024-11-13,46,0,0,,2024-09-04,2024-08-30,71.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,5,2024111325H,H,K3,P0748,HB16,36,2024-11-13,21:29,2,2024-11-13,70,0,0,,2024-09-04,2024-08-30,87.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,6,2024111326H,H,K3,P0748,HB17,50,2024-11-13,21:49,2,2024-11-13,94,0,0,,2024-09-04,2024-08-30,103.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,7,2024111327H,H,K2,P0747,HF06,84,2024-11-13,22:09,2,2024-11-13,117,0,0,,2024-09-04,2024-08-30,125.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,8,2024111328H,H,K3,P0748,HB18,68,2024-11-13,22:18,2,2024-11-13,128,0,0,,2024-09-04,2024-08-30,162.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,9,2024111329H,H,K3,P0748,HB19,43,2024-11-13,23:12,2,2024-11-13,174,0,0,,2024-09-04,2024-08-30,192.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,10,20241113210H,H,K3,P0748,HB20,51,2024-11-13,23:37,2,2024-11-13,203,0,0,,2024-09-04,2024-08-30,211.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,11,20241113211H,H,K2,P0747,HF07,80,2024-11-13,23:55,2,2024-11-13,224,0,0,,2024-09-04,2024-08-30,234.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,12,20241113212H,H,K3,P0748,HB21,34,2024-11-13,00:07,2,2024-11-13,238,0,0,,2024-09-04,2024-08-30,269.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,13,20241113213H,H,K3,P0748,HB22,40,2024-11-13,00:27,2,2024-11-13,261,0,0,,2024-09-04,2024-08-30,284.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,14,20241113214H,H,K3,P0748,HB23,48,2024-11-13,00:50,2,2024-11-13,288,0,0,,2024-09-04,2024-08-30,302.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,15,20241113215H,H,K3,P0748,HB24,36,2024-11-13,01:48,2,2024-11-13,321,0,0,,2024-09-04,2024-08-30,323.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,16,20241113216H,H,K2,P0748,HF01,82,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-08-30,339.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BH01,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BH02,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BH03,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BH04,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BH05,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BH06,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BK01,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,BK02,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,FG01,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,FG02,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,FJ01,72,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,FJ02,72,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,YP01,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,16,20241113216X,X,K2,P0748,YP02,1,2024-11-13,01:52,2,2024-11-13,326,0,0,,2024-09-04,2024-09-04,339.0000,System,2024-09-16 09:43,FALSE,,,
2,202411132,17,20241113217H,H,K3,P0748,HB25,36,2024-11-13,02:09,2,2024-11-13,345,0,0,,2024-09-04,2024-08-30,375.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,18,20241113218H,H,K3,P0748,HB26,48,2024-11-13,02:29,2,2024-11-13,369,0,0,,2024-09-04,2024-08-30,391.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,19,20241113219H,H,K3,P0748,HB27,39,2024-11-13,02:57,2,2024-11-13,402,0,0,,2024-09-04,2024-08-30,412.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202411132,20,20241113220H,H,K3,P0750,HB01,72,2024-11-13,03:20,2,2024-11-13,428,0,0,,2024-09-06,2024-09-02,429.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
